name,ssn,department,salary,gender,country,additional_languages
Zachary Henry,230-28-6794,Legal,115118,Female,India,"Spanish, Chinese"
Roger Mcmahon,675-98-6353,Legal,88394,Male,China,
Amanda Lopez,536-26-8926,Operations,99256,Female,India,French
Emma Vasquez,213-25-1480,Operations,78639,Male,China,"Arabic, Chinese"
Donna Thomas,355-89-8425,Marketing,56646,Female,India,"German, Arabic"
Nicole Pope,420-78-3900,Product,91743,Female,India,"German, Arabic"
Ashlee Smith,002-84-9139,IT,70812,Male,China,Spanish
Sherry Garrison,195-80-5785,Operations,58847,Male,China,"Hindi, German"
Jesse Duncan,227-25-8990,Product,87070,Male,India,German
Carol Harris,514-30-1328,Operations,94796,Male,India,"Hindi, Arabic"
Mrs. Cynthia Hudson,239-15-6793,Product,94056,Male,India,"Arabic, Chinese"
Sierra Watson,638-82-9737,Sales,72602,Female,India,
Jacob Tran,866-41-3248,Product,113046,Male,India,
Kaitlin Howard,620-84-7398,Legal,137148,Female,India,"Arabic, French"
Andrea Howard,731-40-0054,Legal,116698,Male,India,"German, French"
Joshua Figueroa,317-63-9743,Marketing,51263,Female,India,"Spanish, Chinese"
Kevin Atkins,403-37-6082,Human Resource,81170,Female,India,
James Jackson,603-59-6209,Human Resource,79798,Male,India,
Travis Thomas,441-62-4323,Operations,83583,Male,India,"Chinese, French"
Mrs. Jeanette Nielsen,252-73-2042,Finance,82315,Female,China,Chinese
Anne Williams,612-58-1619,Product,120678,Female,India,French
Justin Cannon,585-72-6230,Operations,93897,Male,India,
Thomas Greene,149-07-4880,Finance,77688,Female,India,"Chinese, German"
Patty Atkinson,369-93-5484,Legal,92256,Male,China,French
William Andrade,324-25-6259,Legal,125636,Female,India,"French, Hindi"
Monica Smith,077-90-0463,Product,141610,Male,India,
Jennifer Murphy,077-57-6420,IT,133966,Male,India,Chinese
Jennifer Turner,850-97-2304,IT,95099,Male,India,
Jessica Clarke,507-17-2477,Product,129720,Female,India,"Hindi, Spanish"
Jacob Velasquez,524-87-6954,Product,130683,Female,China,"Spanish, German"
Gwendolyn Thomas,239-61-1999,Operations,93408,Female,India,
Derrick Schwartz,257-54-9418,Product,146171,Male,India,"Chinese, Hindi"
Christopher Jackson,460-36-8011,IT,138452,Male,India,French
Andrea Carr,595-83-7518,Operations,80400,Female,China,
Lisa Leon,478-41-1147,Operations,43983,Male,India,Chinese
Adrienne Mullins,072-28-9127,Marketing,58576,Male,India,Arabic
Linda Bradley,706-77-3454,Marketing,60628,Female,India,
Jessica Johnston,561-53-8584,Finance,55213,Female,India,Hindi
Ryan Mcdonald,738-26-2469,Operations,99343,Female,India,
Sherri Martinez,143-93-0172,Sales,79945,Male,China,French
Christopher Owens,636-54-6949,Marketing,54816,Female,India,
Michael Willis,739-60-1640,Finance,127560,Female,India,
Jeremiah Moore,894-49-2695,Administrative,54255,Female,India,Spanish
John Morgan,252-04-4313,Operations,76377,Male,India,"Spanish, Hindi"
Kevin Blair,162-26-3123,Legal,147637,Female,India,Chinese
Misty Porter MD,826-37-3160,Administrative,31779,Male,India,"French, German"
Sergio Bell,664-52-4942,Sales,83455,Female,India,
Mrs. Deborah Branch DDS,054-22-0482,Product,142334,Female,USA,
Dana Fisher,825-83-8286,Administrative,59330,Female,India,
Leah Bruce,712-04-4811,Operations,69415,Male,Phillipines,"German, French"
Lori Macias,573-71-9978,Legal,87128,Female,India,"Spanish, French"
James Cox,327-07-0296,Administrative,33080,Male,India,"German, Spanish"
Amy Wilson,156-72-5347,Sales,82435,Female,India,Arabic
Leslie Cunningham,793-11-7227,Product,112872,Female,China,"French, German"
Darren Sullivan,242-30-7485,Sales,87160,Male,India,
Keith Bowman,047-88-8972,Administrative,52950,Female,India,Spanish
Megan Osborne,495-22-3415,Sales,114609,Male,India,German
Paula Perkins,078-36-5656,Finance,116170,Female,India,Chinese
Timothy Gibson,061-33-4028,Product,80857,Male,China,"Spanish, German"
Scott Gomez,785-57-5783,Marketing,53003,Female,India,
Wendy Richardson,552-40-1490,Product,114559,Female,China,"Hindi, Spanish"
Cheryl Gonzales,714-41-8558,Product,94829,Male,India,
Alejandra Thomas,819-79-0619,Legal,93125,Male,India,"Spanish, Arabic"
Nicole Hickman,406-53-8978,Product,73312,Female,India,Chinese
Kristen Mendoza,627-15-0937,IT,115747,Male,India,"German, Spanish"
Cody Barnes,788-26-1596,Operations,96710,Female,India,"Arabic, Chinese"
Gerald Rosario,778-96-7143,Human Resource,56417,Female,India,
Matthew Boyd,860-02-9587,Operations,74762,Male,China,"Chinese, Arabic"
Dr. Cheryl Fischer,725-86-5918,Administrative,67978,Male,India,
Aaron Snow,736-58-5175,Human Resource,76697,Male,India,Arabic
Sara Brooks,094-89-7733,Product,79391,Female,India,Chinese
Patrick Lester,328-96-2656,Administrative,44722,Female,Taiwan,French
Donna Simmons,210-28-1558,Operations,92104,Female,China,"German, Spanish"
Cynthia Hamilton,246-79-9757,IT,81831,Female,India,"Chinese, Arabic"
Elizabeth Berry,604-48-3162,Legal,97066,Male,India,
Jeffrey Cooper,856-50-5462,Administrative,48762,Female,India,French
Destiny Hebert,663-19-1673,Administrative,58192,Female,India,French
Sharon Young,578-88-8916,Product,127546,Male,India,"Spanish, Arabic"
Louis Wise,618-32-2543,Operations,98004,Male,India,"Spanish, French"
William Meyers,092-68-0114,Marketing,66142,Male,India,Chinese
Paul Sims,308-20-8676,Product,80318,Male,India,"Spanish, Hindi"
Lisa Carroll,730-49-6240,Operations,55670,Male,Mexico,"Spanish, Arabic"
Michelle Horton,375-29-5605,Human Resource,55024,Male,India,"Hindi, Chinese"
Mary Hamilton,458-97-2166,Human Resource,66309,Female,India,"Chinese, Hindi"
James Allen,644-47-9121,Human Resource,45049,Male,China,"Arabic, Chinese"
Brenda Carlson,534-70-7134,Operations,57809,Male,India,
Rodney Cochran,419-37-8072,Sales,85433,Male,India,"Chinese, German"
Daniel Kerr,288-27-8511,Operations,71742,Male,China,"Hindi, German"
William Carroll,841-43-3136,Legal,69553,Male,India,"German, Spanish"
Natalie Johnston,088-23-4450,Sales,86595,Female,India,German
Brett Jones,175-70-1321,Product,115604,Female,India,
Dustin Henson,789-06-4214,Human Resource,62890,Male,South Korea,
Bryan Holland,372-43-2771,IT,119904,Male,India,"Chinese, French"
Richard Mack,652-57-7722,Marketing,55978,Male,India,
Jerry Bowman,263-91-8443,Operations,62223,Female,India,"Chinese, Arabic"
Stephen Davis,003-95-6988,Operations,42667,Female,India,Spanish
Vincent Gibson,058-75-7957,Human Resource,67586,Male,India,
Brenda Mendoza,028-54-8244,Legal,101518,Female,India,
Karla Harris,721-13-5430,Operations,41744,Male,China,Chinese
Shawn Finley,615-92-7312,Operations,64912,Female,India,Chinese
Lauren Wallace,450-05-2932,IT,95934,Male,India,"German, Chinese"
Joyce Parker PhD,606-79-5487,Legal,148812,Female,India,Arabic
Brandi Martinez,359-28-0518,IT,125837,Female,China,"Hindi, Arabic"
Theresa Ellison,829-19-3472,Operations,53619,Female,India,Hindi
Blake Allen,499-86-7443,Operations,85035,Female,India,"Spanish, Hindi"
Tiffany Turner,496-80-9961,IT,81136,Male,India,
Kevin Ford,844-77-6957,Marketing,61020,Male,India,"Chinese, French"
Amanda Richardson MD,294-92-0220,Operations,73135,Female,India,Chinese
Scott Brady,204-57-3715,Product,129934,Female,India,
Cynthia Butler,472-44-0773,Marketing,87434,Female,India,
Gina Martin,286-42-5166,Product,113430,Male,India,
Andrea Drake,136-91-2938,Product,79547,Female,China,
Mrs. Stephanie Jackson,760-99-0964,Finance,63405,Female,USA,
Amanda Fowler,402-40-3366,Marketing,91002,Male,India,"Arabic, French"
Angela Brown,001-60-7229,Operations,86626,Male,India,Chinese
Thomas Contreras,436-88-5557,Human Resource,76508,Male,India,
Shirley Saunders,585-03-3787,Administrative,64137,Female,Canada,"German, Arabic"
Susan Newton,254-78-7584,Operations,52160,Male,India,Chinese
Rebecca Sims,569-76-5824,Product,107320,Male,China,
Carlos Davis,408-56-2238,Legal,113639,Female,China,
Taylor Skinner,889-07-2325,Product,111896,Female,India,French
Victoria Diaz,221-12-4160,Marketing,97334,Male,India,"German, Spanish"
Samuel Gordon,339-33-1424,Product,126925,Male,India,"Arabic, French"
Tammy Moore,279-48-9985,Product,94015,Female,India,Arabic
Angel Sanchez,427-05-3935,Finance,79822,Female,China,
Pamela Jensen,411-97-1409,Product,112611,Male,India,Spanish
Anthony Schultz,205-68-8056,Human Resource,62621,Female,India,"Spanish, Hindi"
Tommy Chavez,247-14-2683,Operations,89462,Male,Canada,French
Carl Turner,442-03-0027,IT,76060,Male,India,"Spanish, Arabic"
Michael Moreno,019-58-3672,Product,98118,Female,India,
Sarah Jones,328-84-0602,Human Resource,68193,Male,India,
Samantha Rodriguez,519-99-1678,Sales,43263,Female,China,Spanish
Peter Day,692-80-4622,Administrative,32528,Male,India,Hindi
Brooke Tucker,078-60-4626,IT,68073,Male,China,German
Cathy Lindsey,418-62-1806,IT,100482,Male,India,"Spanish, Chinese"
Christina Kelly,296-65-0709,Product,130740,Male,India,
Jonathon Cruz,399-38-5160,Operations,65732,Female,India,"Chinese, Hindi"
Megan King,214-22-2831,Finance,104629,Male,India,Hindi
Peter Peters,216-34-0149,Marketing,99586,Female,Canada,Hindi
William Payne,529-89-0359,Operations,80978,Male,India,
Rebecca Howe,615-55-3608,Sales,72340,Male,India,"Spanish, Arabic"
Wayne Richards,480-19-2529,Operations,96114,Male,China,Hindi
Mr. Andrew Gutierrez,752-59-6292,Human Resource,87615,Female,China,Spanish
Jason Baker,687-87-3889,Human Resource,69987,Male,India,Spanish
Sara Ray,149-50-7887,Operations,95453,Male,India,Hindi
Pamela Mccall,195-57-4861,Finance,109682,Male,India,"Hindi, Spanish"
Alvin Ortiz,261-49-4063,Product,118776,Female,India,German
Stephanie Clark,670-22-3491,Operations,45269,Male,India,"German, Chinese"
Alexandria Perkins,111-29-2845,Operations,41932,Male,India,"Arabic, Chinese"
Kayla Mitchell,276-58-7949,Operations,85391,Male,India,"German, Chinese"
Scott Woods,676-89-9623,Operations,98636,Female,India,German
Carrie Williamson,098-26-5486,Human Resource,41985,Male,Phillipines,Spanish
Sarah Martinez,669-07-8783,Administrative,69243,Female,India,
Janet Ramirez,344-92-4910,Operations,69338,Male,India,Arabic
Cory Payne,136-09-3134,Product,103089,Male,India,
Jeffrey Stewart,521-21-7383,Human Resource,60719,Female,India,French
Alexander Chung,291-55-7512,Finance,51855,Male,India,
Rebecca Lucas,052-66-6681,Finance,61767,Female,India,German
Christopher Taylor,281-27-0452,Marketing,77526,Female,India,
Candice Romero,741-39-8339,Product,75879,Male,India,Arabic
Bobby Morris,762-04-0949,Operations,80563,Male,India,
Dennis Estrada,184-32-9793,Sales,86493,Male,India,Chinese
Nicole Walker,678-63-1773,Sales,40642,Male,India,German
Brian Grant,420-02-5359,Administrative,54701,Male,India,French
Brent Johns,301-31-2015,Operations,88937,Female,India,"Hindi, Arabic"
Jason Day,434-75-3092,Administrative,34864,Male,India,
Randall Leach,455-13-0927,Product,148812,Male,India,
Jenna Lutz,252-44-1273,Sales,86780,Female,India,"Spanish, Chinese"
Martin Burns,369-55-0229,Product,123637,Female,China,Hindi
Carlos Moran,575-10-8236,Product,72516,Male,India,
Joshua Jenkins,447-30-8990,Administrative,56918,Female,India,
Nancy Finley,365-77-5030,IT,74894,Male,India,"French, Chinese"
Cheryl Frank,121-13-5758,Operations,49865,Male,India,
Sara Ponce,234-85-8712,Operations,43288,Female,India,
Karen Murphy,077-97-5847,Operations,86344,Female,India,"Chinese, Spanish"
Sharon Rivers,042-64-9084,Marketing,82815,Male,India,French
Jason Allen,462-15-8989,Operations,72829,Male,India,German
Philip Owens,348-84-5011,Sales,100247,Male,India,
Sarah Singleton,184-30-9801,Operations,96120,Male,China,"Spanish, Arabic"
Stephanie Phelps,498-75-7633,Operations,46891,Male,China,
Julia Silva,192-72-4531,Marketing,53431,Male,China,"Chinese, Arabic"
Kimberly Ramirez,687-93-0097,IT,84933,Female,India,Spanish
Benjamin Taylor,200-69-8905,Administrative,44818,Female,India,
James Thompson,353-10-3241,Product,118158,Male,India,Chinese
Rebecca Benitez,827-62-8147,Human Resource,40156,Female,India,Arabic
Nathan Snyder,591-12-9894,Marketing,72353,Female,India,Arabic
William Harvey,484-32-2575,Marketing,85703,Male,India,"French, Arabic"
Alexis Murillo,551-20-0397,Operations,69829,Female,India,"Arabic, Hindi"
Sharon Gonzalez,715-79-0258,Sales,104746,Male,Mexico,
Tiffany Page,676-58-5434,Finance,64224,Female,India,Spanish
Eric Howard,589-25-8224,Marketing,81242,Female,India,German
Richard Cabrera,519-72-2739,Human Resource,42371,Female,India,
Darlene Wells DDS,725-01-4288,Product,108041,Female,India,
William Williams,237-99-6011,Finance,56203,Male,India,Spanish
Shannon Jones,554-09-1482,Sales,72599,Female,China,"Spanish, French"
Richard Nelson,453-74-0767,IT,73245,Female,India,
Phillip Mullins,765-98-4521,Product,126049,Female,India,
Sharon Baker,647-86-5398,Human Resource,64637,Male,India,"Spanish, German"
Jennifer Walton DVM,097-05-7742,Operations,90724,Female,India,French
Anthony Cortez,013-42-3846,IT,60749,Female,India,"Spanish, Hindi"
Emily Reyes,802-70-7979,Human Resource,71682,Male,India,
Patrick Scott,105-67-7652,Product,87985,Female,China,Spanish
Jessica Green,867-65-1254,Product,80814,Male,Mexico,"French, Spanish"
Mariah Smith,612-72-1501,Product,86541,Female,India,"Spanish, German"
Sierra Whitaker,150-29-9834,Administrative,36709,Male,India,"Arabic, Hindi"
Courtney Davis,458-47-9970,Sales,116273,Male,India,"Hindi, Arabic"
Steven Reid,493-44-4002,Product,140075,Female,India,
Heather Martinez,300-07-6584,Administrative,63880,Female,India,Chinese
Justin Howard,639-97-9385,IT,130742,Female,USA,
Jillian Williams,293-89-8088,Operations,51433,Female,India,
Michelle Perez,385-31-2136,Product,82751,Male,India,"Spanish, German"
Stephen Crane,711-14-5106,Operations,57123,Female,Canada,"Chinese, German"
Troy Cole,767-73-3242,Marketing,97893,Male,India,German
Ashley Hill,812-51-0687,Product,128491,Female,India,"German, Chinese"
Loretta Woods,283-60-2455,Administrative,30208,Male,China,"Chinese, Spanish"
Lisa Garcia,785-05-1619,Product,105707,Male,India,Spanish
Mary Jones,197-40-4693,Finance,53709,Male,China,
Cindy Roy,434-68-3724,Operations,73939,Male,India,Chinese
Robin Thomas,405-67-9881,Sales,68666,Female,India,"Arabic, French"
Alexandria Wells,579-07-0372,Sales,83903,Female,India,"Arabic, French"
Sarah Combs,454-22-6461,Sales,51494,Male,India,"Arabic, Spanish"
Teresa Larsen,610-97-8091,Product,76485,Female,India,"French, German"
Tanya Burton,872-27-6753,Sales,101676,Male,Canada,Chinese
Frank Gutierrez,266-32-8065,Operations,46264,Male,India,"Arabic, French"
Chelsea Gutierrez,611-89-5043,Marketing,94574,Male,India,"Chinese, Arabic"
John Miranda Jr.,424-74-6875,Product,109277,Male,India,"Hindi, Arabic"
Paul Kidd,677-18-5378,Human Resource,57345,Female,India,Spanish
Patricia Jones,299-69-7041,IT,83082,Female,India,
Mercedes Parker,121-24-9509,Finance,89702,Male,China,Chinese
Stephanie Nunez,037-86-4712,Administrative,31495,Female,India,
James Pham,565-13-3870,Administrative,38385,Female,India,
Benjamin Juarez,878-30-3123,Administrative,34415,Female,China,
Joyce Castro,861-64-3616,Marketing,68997,Male,India,German
Andrew Dunn,887-21-9222,Administrative,59530,Female,India,German
Dale Jackson,897-02-7080,Marketing,84702,Male,India,
David Perez,059-20-7713,Product,127732,Female,India,Hindi
Mike Thompson,226-80-3614,Marketing,58356,Male,India,
Jillian Pope,438-63-9776,Sales,67076,Female,India,"French, Hindi"
Sarah Fitzpatrick,176-35-5386,Sales,100215,Female,India,Arabic
Christopher Barnett,009-66-4659,Operations,68498,Female,India,"German, Spanish"
Mark Thomas,216-35-1911,IT,130735,Male,India,
Paula Ashley MD,613-99-6888,Operations,61562,Female,India,Spanish
Scott Paul,693-89-5588,Operations,53188,Male,India,Chinese
Rhonda Gonzalez,495-20-5737,Legal,57917,Male,China,
Shawn David,896-85-8396,Marketing,65765,Female,India,
Todd Sherman,080-78-2243,Human Resource,51060,Male,India,
Corey Myers,140-35-7198,Marketing,70542,Female,India,
Joseph Morgan,134-59-6127,Human Resource,64085,Female,India,
Sean Anderson,538-81-8173,Sales,118588,Female,India,
Angelica Parker,389-06-1791,Sales,105077,Female,India,Chinese
Christopher Orozco,498-06-6698,Operations,59064,Male,India,Spanish
Heidi Price,659-35-9593,Product,140662,Female,Canada,"Hindi, German"
Heidi Jones,175-51-8761,Human Resource,81294,Male,India,Hindi
Matthew Edwards,461-34-6492,Human Resource,82416,Male,India,"Arabic, German"
Joyce Gibson,767-12-3520,Marketing,109624,Female,India,"Chinese, Hindi"
Kimberly Hernandez,743-94-6035,Marketing,105620,Male,India,German
Joseph Delacruz,774-84-0036,Operations,76438,Female,India,German
Heather Collier,642-16-1312,Sales,108649,Male,India,"Spanish, French"
Courtney Peterson,166-81-4662,Operations,56768,Female,India,
Melissa Mccann,444-88-2709,Administrative,68151,Male,India,Hindi
Christopher Kent,762-88-1474,Marketing,91493,Female,Mexico,Arabic
Julia Martin,091-42-3701,Legal,91990,Female,India,"German, Arabic"
Lisa Gonzalez,591-66-7680,IT,120560,Female,India,"Spanish, German"
Maria Kaufman,044-92-5103,Administrative,50578,Female,India,
Elizabeth Atkins,832-26-5617,Administrative,67478,Female,India,Chinese
Kyle Henry,437-46-7872,Operations,76925,Male,India,"French, Arabic"
Danielle Carlson,567-59-5555,Marketing,50054,Male,India,Spanish
John Martinez,842-48-3505,Operations,74267,Female,India,"French, Spanish"
Tammy Wagner,363-57-8126,Sales,100488,Female,India,Arabic
Brian Gomez,071-05-2093,Operations,74810,Male,India,"Spanish, German"
Blake Stone,175-18-5388,Human Resource,58378,Male,India,Chinese
Shelley Russell,779-16-0589,Operations,43430,Male,India,Chinese
Elizabeth Perez,553-54-3448,Marketing,77863,Female,India,
Blake Buckley,434-55-1395,Marketing,103211,Female,India,
Regina Reed,014-39-7718,Operations,40670,Female,China,"Hindi, Spanish"
Sheri Wheeler,395-09-4528,Marketing,64196,Female,China,Hindi
Ryan Smith,386-20-6875,Marketing,70655,Male,India,
Kaitlyn Allen,087-76-6058,IT,103219,Female,South Korea,
Jessica Rice,032-78-3246,Administrative,37634,Female,India,"German, French"
Ricky Clark,243-83-1144,Operations,97947,Male,India,Spanish
George Dennis MD,333-95-4436,Sales,112566,Male,India,"Chinese, Arabic"
Alison Lopez,462-26-4923,IT,80182,Male,India,
Jordan Castro,044-81-5653,Product,128686,Female,India,Spanish
Timothy Johnson,759-96-8353,Legal,109291,Female,China,
Cameron Myers,696-29-6383,Finance,107569,Female,India,
Adam Thompson,056-10-0513,IT,87090,Male,India,"Arabic, Hindi"
Joseph Torres,790-51-5752,Product,105473,Female,India,German
Cynthia Williams,505-59-5835,IT,72981,Male,India,
Sarah Carpenter,087-10-4582,Marketing,61417,Female,China,Arabic
David Jones,210-26-4318,Product,103251,Female,Mexico,
Cole Lopez,512-71-4115,IT,133422,Female,India,Arabic
Laura Brown,667-39-7111,Operations,92065,Male,India,"Hindi, German"
Mr. Ricardo Lee,796-06-0497,Human Resource,67363,Male,India,
Melissa Lopez,675-51-6913,Product,132158,Male,India,Hindi
Rachel Stevens,168-44-1221,Marketing,83661,Male,China,French
Tyrone Smith,085-84-8554,Marketing,101561,Male,India,
Chelsea Jackson,886-80-6292,IT,139216,Male,India,
Vicki Price,798-64-9276,Product,86017,Female,India,French
Jacob Meza,159-97-8283,Administrative,55716,Male,India,Hindi
John Mcintosh,289-30-1164,Finance,61556,Male,India,"Arabic, German"
Mary Freeman,875-05-7449,Human Resource,53991,Male,India,Spanish
Alisha Harrison,379-46-0266,Finance,107007,Male,India,"Spanish, Arabic"
Samantha Mcintyre,716-88-2281,Operations,95482,Female,China,"French, Spanish"
Matthew Griffin MD,887-89-9285,Sales,47994,Male,India,Arabic
Briana Andrews,055-06-3760,Finance,61193,Male,India,
Anthony Jones,200-67-3074,IT,83766,Female,India,
Kevin Goodwin,008-86-3220,IT,67416,Male,Canada,German
Eric Mcintosh,805-42-6294,Human Resource,66237,Male,India,Arabic
Hector Sanchez,863-53-8527,Administrative,59359,Male,India,French
Haley Gibson,753-86-3437,Product,144225,Female,China,"Chinese, French"
Gerald Flores,785-49-3604,Sales,92899,Male,India,French
Zachary Garcia,561-10-3433,Product,91660,Male,China,"Arabic, German"
Angela Lewis,523-28-1432,Operations,41091,Female,India,
Alan Rios,388-77-5664,Operations,87652,Female,India,Spanish
Michelle Smith,144-69-7834,Human Resource,41390,Female,India,German
Jonathan Castaneda,808-30-2053,Operations,91843,Male,India,Arabic
Cameron Murillo,850-88-6740,Administrative,54416,Female,China,Arabic
Karen Mercado,036-22-8137,IT,127017,Male,China,Spanish
Mr. John Krueger,433-74-3586,Administrative,32142,Female,India,
Henry Leach,498-77-7668,Finance,108503,Male,Phillipines,Chinese
Robert Bennett,226-89-8620,Product,72494,Male,India,German
Katherine Thompson,112-42-7058,Sales,94130,Male,China,"French, German"
Jason White,494-69-1240,Administrative,46447,Male,China,"Chinese, Hindi"
Amy Gould,717-48-1573,IT,97201,Female,China,
Darlene Thompson,543-30-8283,Legal,79888,Female,India,
Amanda Campbell,146-63-1917,Legal,60037,Female,India,
Linda Jackson,806-99-8256,Marketing,51325,Female,India,"German, French"
Melissa Garza,603-02-3712,Operations,93164,Female,South Korea,"Hindi, French"
Nancy Paul,415-90-1358,IT,86598,Male,India,Chinese
Jennifer Cameron,589-88-2986,Product,78291,Male,India,Chinese
Courtney Garner,822-54-0646,Product,134642,Female,India,
Robert Richardson,311-83-7748,Finance,129166,Male,Phillipines,Spanish
Courtney Howell,853-77-7129,IT,92322,Female,China,Hindi
Paul Smith,664-05-5900,Product,89717,Female,India,"Arabic, Chinese"
Jacob Martinez,134-51-9599,Sales,111811,Female,India,French
Larry Gonzalez,714-37-6971,Product,90094,Male,India,"Arabic, Hindi"
Abigail Clayton,285-52-0820,Marketing,106753,Female,China,
Keith Mason,163-94-2324,Administrative,35402,Female,India,"Hindi, Spanish"
Carol Wilson,433-91-3713,Product,136503,Female,India,
Christina Gonzales,032-11-3085,Administrative,50723,Male,Mexico,
Ryan Bell,111-62-4707,IT,129946,Female,India,"Arabic, German"
Jennifer Neal,882-31-9452,Marketing,108687,Male,India,Spanish
Garrett Forbes,506-08-6745,Marketing,82953,Male,India,French
Mrs. Stephanie Wallace,614-65-0500,Product,89800,Male,India,Hindi
Jack Moreno,298-63-7513,Finance,68036,Female,China,
Jason Jones,072-88-2703,Marketing,54873,Male,India,
Mrs. Taylor Nguyen,071-81-0647,IT,65301,Male,India,"Hindi, Spanish"
Jamie Trujillo,436-10-4670,Sales,107691,Female,India,"French, Arabic"
Brenda Jackson,470-78-8198,Operations,72695,Male,India,French
Chloe Roberts,196-18-2085,Marketing,63871,Female,India,"German, French"
Ryan Beasley,575-24-5012,Marketing,104307,Female,India,Arabic
Nichole Benton,724-22-1478,Human Resource,46726,Female,India,Chinese
Becky Harvey,341-15-3367,Product,137901,Male,India,
Richard Miller,469-74-4060,Administrative,61188,Male,India,
Kimberly Smith,384-79-4199,Operations,61730,Male,India,"German, Arabic"
Peter Price,265-37-2607,IT,70781,Male,India,
Courtney Davenport,291-53-2992,Operations,53197,Male,China,Hindi
Melissa Smith,249-22-9499,Product,142055,Female,India,
Mark Snow,742-94-3474,Human Resource,66903,Male,India,Arabic
Angela Simon,888-47-1067,Administrative,67046,Male,India,
Elijah Perry,363-31-1493,Human Resource,89630,Female,India,
Melissa Elliott,692-33-5948,Sales,84536,Male,China,"Arabic, Chinese"
Tiffany Arnold,487-01-2690,Product,137867,Male,India,
Justin White Jr.,650-04-1761,Product,141184,Male,India,"French, German"
Theresa Armstrong,430-63-6421,Product,121749,Male,India,
Nicholas Guerrero,459-91-2711,Administrative,39487,Male,China,"German, Spanish"
Patrick Hughes,516-77-8081,Marketing,80489,Female,India,Hindi
Randy White,767-29-0953,Administrative,54284,Female,India,"Hindi, Chinese"
Ruth Sanford,043-71-0259,Product,149299,Male,India,Arabic
Calvin Smith,235-43-6979,Operations,57366,Female,India,"French, German"
Matthew Lynch,520-78-8232,IT,81627,Male,India,"Arabic, French"
Jessica Jordan,239-32-6146,IT,120535,Female,India,Spanish
Jordan Rubio,119-87-5291,Operations,88476,Male,India,"Spanish, Chinese"
Cindy Woods,479-87-5038,Operations,77597,Female,India,Arabic
Meghan Aguilar,396-57-2617,Operations,86095,Female,China,
Nicholas Fernandez Jr.,589-05-4014,Administrative,46057,Male,India,Arabic
Bradley Black,455-81-0369,Product,110010,Female,India,Spanish
Crystal Ruiz,371-86-7758,Sales,50534,Male,India,Arabic
Jonathan Smith,747-43-7484,Product,120955,Female,India,"Hindi, French"
Ronald Moore,166-02-2478,Human Resource,52851,Male,India,Hindi
Jack Parks,552-41-9610,Human Resource,65682,Female,India,
Jessica Johnson,176-84-7137,Human Resource,72702,Female,India,"Arabic, Hindi"
Cynthia Mccarthy,601-67-9861,Operations,74908,Male,India,"Hindi, French"
Carl Sellers,635-61-6324,Sales,92445,Male,India,
Michael Melton,232-55-6975,Operations,76504,Male,India,Hindi
Elizabeth Whitaker,768-23-8195,Finance,117482,Male,China,
Dr. Kevin Cross,195-68-7145,Marketing,108880,Female,India,Spanish
Robin Wise,089-29-0416,Administrative,48506,Female,India,French
Robert Flores,287-83-7865,Product,141116,Female,India,"German, French"
Natasha Hernandez,654-34-3014,Operations,71093,Male,India,"Chinese, Hindi"
Joshua Fuller PhD,149-35-2897,Operations,86617,Female,India,"Spanish, Hindi"
Barry Richards,879-66-3479,Legal,147116,Female,USA,"German, Arabic"
Kylie Russo,473-53-5329,Operations,99568,Male,India,
Timothy Munoz,047-84-9218,Product,100363,Male,India,"Chinese, Hindi"
Gloria Rodriguez,397-05-3450,Operations,70778,Male,India,
John Church,134-76-7542,Operations,62344,Male,India,Arabic
Jennifer Campbell,153-79-3964,Sales,103053,Male,China,"German, Spanish"
Devin Wood,367-54-1290,Operations,47582,Female,India,
Cody Ford,016-80-8481,IT,66992,Male,India,"Hindi, Spanish"
David Thompson,122-90-2693,Human Resource,62580,Male,India,
Shannon Nguyen,076-70-0596,Operations,78735,Female,China,Arabic
Betty Ross,759-69-2388,Human Resource,83194,Female,India,
John Keith,854-64-7028,Marketing,80644,Female,India,"Chinese, French"
Anthony French,601-85-6586,Legal,66141,Male,India,
Russell Rojas,560-56-7662,IT,100745,Male,India,German
Susan Cooper,848-49-1519,Sales,87932,Female,India,
Tammy Kirk,605-04-0673,Product,125672,Female,India,
Jordan Rosales,873-24-7959,IT,111994,Male,India,
Reginald Johns,384-45-4375,Operations,72330,Male,India,German
Melissa Martin,247-50-6242,IT,105431,Female,India,"Hindi, Spanish"
Bryan Campbell,606-54-5555,Marketing,88907,Male,India,"Arabic, Chinese"
Sarah Doyle,743-63-6549,Marketing,54604,Male,India,"Spanish, German"
Caitlin Lane,510-01-1111,Sales,91641,Male,India,"Spanish, Arabic"
Tracy Tapia,268-46-0242,Sales,48476,Female,China,Chinese
Sarah Rich,083-10-1945,Sales,90918,Female,India,"German, Arabic"
Peggy White,219-10-0261,Sales,48808,Female,India,"French, German"
Kevin Pearson,072-72-9914,IT,96510,Male,India,"German, Arabic"
Lori Golden,021-68-6978,Legal,62577,Female,Canada,"Hindi, Chinese"
Roberto Mays,535-80-2939,IT,77333,Female,India,Arabic
Thomas Willis,440-99-1032,Administrative,49964,Male,India,
Melissa Livingston,268-73-6503,Sales,53596,Male,India,"Hindi, German"
Tina Vaughn,394-17-3502,Marketing,54280,Male,India,Arabic
